name,location,origin,location_country,origin_country,origin_country_1,origin_country_2,origin_country_3,origin_country_4,origin_country_5,origin_country_6
Perfect Peach Blend,"Hong Kong, China",Ethiopia; China,China,Ethiopia; China,Ethiopia, China,,,,
Peru Gilmer Cordova #13,"Lexington, Virginia","Cajamarca, Peru",United States,Peru,Peru,,,,,
Carrick Blend,"Hong Kong, China",Brazil; Colombia; Sumatra,China,Brazil; Colombia; Sumatra,Brazil, Colombia, Sumatra,,,
Strawberry Chloris Coffee Blend,"Hong Kong, China",Colombia; China,China,Colombia; China,Colombia, China,,,,
Colombia Las Flores Mint-Macerated,"San Rafael, California","Acevedo, Colombia",United States,Colombia,Colombia,,,,,
El Salvador Finca San Antonio Gesha Natural,"Crystal Lake, Illinois","Chalatenango, El Salvador",United States,El Salvador,El Salvador,,,,,
El Salvador Finca Los Positos,"Crystal Lake, Illinois","Chaltenango, El Salvador",United States,El Salvador,El Salvador,,,,,
Zhi Zu Coffee Ethiopia Yirgacheffe Natural,"Hualien City, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Oromia Djimma Limu Gummay Natural,"Taipei City, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Kenya Gichathaini,"Lexington, Virginia","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Kenya AA Kiri,"Crystal Lake, Illinois","Kirinyaga County, Kenya",United States,Kenya,Kenya,,,,,
Guatemala Reserve Las Moritas Red Pacamara,"Buffalo, New York","El Progreso, Guatemala",United States,Guatemala,Guatemala,,,,,
Guatemala Reserve Las Moritas Yellow Pacamara,"Buffalo, New York","El Progreso, Guatemala",United States,Guatemala,Guatemala,,,,,
India Ratnagiri Estate,"Crystal Lake, Illinois","Karnataka, India",United States,India,India,,,,,
Kenya Gichathaini,"Lexington, Virginia","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Kenya Kamavindi,"Viroqua, Wisconsin","Embu County, Kenya",United States,Kenya,Kenya,,,,,
Kenya Gichathaini,"Lexington, Virginia","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Ethiopia Kayon Mountain,"Lexington, Virginia","Odo Shakiso District, Guji Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Kayon Mountain,"Lexington, Virginia","Odo Shakiso District, Guji Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ivan Solis Candy Natural,"Wake Forest, North Carolina","Santa Maria de Dota, Tarrazu, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Espresso Blend,"Taoyuan, Taiwan",Kenya; Ethiopia; Brazil,Taiwan,Kenya; Ethiopia; Brazil,Kenya, Ethiopia, Brazil,,,
Costa Rica Hacienda Sonora Natural,"San Diego, California","Alajuela, Central Valley, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Costa Rica La Laguna Lot — Reserve Series,"Sacramento, California","Tarrazu, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Guatemala Rosendo Domingo,"Santa Rosa Beach, Florida","Petatan, Huehuetenango, Guatemala",United States,Guatemala,Guatemala,,,,,
Guatemala Fredy Orantes Natural,"Santa Rosa Beach, Florida","Fraijanes growing region, Guatemala",United States,Guatemala,Guatemala,,,,,
Sweetheart Blend Espresso,"Hsinchu, Taiwan",Ethiopia; Guatemala,Taiwan,Ethiopia; Guatemala,Ethiopia, Guatemala,,,,
Guatemala Reserve Las Moritas Yellow Pacamara,"Buffalo, New York","El Progreso, Guatemala",United States,Guatemala,Guatemala,,,,,
Costa Rica Hacienda Sonora San Isidro 48,"Glendale, California","Alajuela, Central Valley, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Ethiopia Sidamo Shantawene Abore Natural,"Charlotte, North Carolina","Sidamo growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Banko Gotiti,"Taipei, Taiwan","Gedeb District, Gedeo Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Espresso Blend,"Taoyuan, Taiwan",Kenya; Ethiopia; Brazil,Taiwan,Kenya; Ethiopia; Brazil,Kenya, Ethiopia, Brazil,,,
Espresso Blend,"Taoyuan, Taiwan",Kenya; Ethiopia; Brazil,Taiwan,Kenya; Ethiopia; Brazil,Kenya, Ethiopia, Brazil,,,
Ethiopia Halo Hartume,"Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Espresso Blend,"Taoyuan, Taiwan",Kenya; Ethiopia; Brazil,Taiwan,Kenya; Ethiopia; Brazil,Kenya, Ethiopia, Brazil,,,
Gesha Village Ethiopia Gori Gesha,"Taoyuan, Taiwan","Gori Gesha Forest, Bench Maji Zone, SNNPR Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Kenya Kirinyaga Njawato Estate,"Huntington Beach, California","Kirinyaga County, Kenya",United States,Kenya,Kenya,,,,,
Ethiopia Kayon Mountain,"Lexington, Virginia","Odo Shakiso District, Guji Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Colombia Finca El Roble Chiroso,"Taoyuan, Taiwan","Quindio Department, Colombia",Taiwan,Colombia,Colombia,,,,,
Ethiopia Gediyo Yirgacheffe Chelbesa Premium Red Honey G1,"Taipei, Taiwan","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Kayon Mountain,"Lexington, Virginia","Odo Shakiso District, Guji Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Banko Gotiti,"Taipei, Taiwan","Gedeb District, Gedeo Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
El Salvador Finca Loma La Gloria Yellow Honey,"Sacramento, California","El Bálsamo Quetzaltepec growing region, El Salvador",United States,El Salvador,El Salvador,,,,,
Ethiopia Hamasho Farm,"Sacramento, California","Sidamo growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Costa Rica Diego Abarca Gesha Natural,"Duluth, Minnesota","Tarrazu, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Costa Rica Finca El Desafio,"Rochester, New York","Chirripó, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Nicaragua Don Francisco & Blanca Nieve,"Rochester, New York","Jinotega Department, Nicaragua",United States,Nicaragua,Nicaragua,,,,,
Nicaragua Don Roger Fruit Symphony Natural & Maceration,"Rochester, New York","Jinotega Department, Nicaragua",United States,Nicaragua,Nicaragua,,,,,
Guatemala Monte de Oro,"Rochester, New York","Acatenango, Guatemala",United States,Guatemala,Guatemala,,,,,
Kenya Getuya AA,"Woking, Surrey, England","Nyeri growing region, Kenya",England,Kenya,Kenya,,,,,
Kenya Machakos AA Top Washed,"Taipei, Taiwan","Machakos County, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Sidamo Wild Rose Anaerobic Washed,"Taitung, Taiwan","Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Banko Gotiti,"Taipei, Taiwan","Gedeb District, Gedeo Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
SoUnited Statesa Blend Espresso,"Hsinchu, Taiwan",Ethiopia; Colombia; Brazil,Taiwan,Ethiopia; Colombia; Brazil,Ethiopia, Colombia, Brazil,,,
Ethiopia Sidamo Bensa Hamasho Washed G1,"Taipei, Taiwan","Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Kenya Rumukia FCS Maganjo,"Taipei, Taiwan","Nyeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Werka Nensebo Natural,"Livingston, Montana","Werka, Refisa Kebele, Nensebo District, West Arsi, Oromia, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Espresso Blend,"Taoyuan, Taiwan",Kenya; Ethiopia; Brazil,Taiwan,Kenya; Ethiopia; Brazil,Kenya, Ethiopia, Brazil,,,
Ethiopia Natural Sidama Bare Tamiru,"Chia-Yi, Taiwan","Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Peru Olga Calle Organic,"Woking, Surrey, England","Cajamarca, Peru",England,Peru,Peru,,,,,
Mexico El Triunfo,"Lexington, Virginia","Sierra Madre, Chiapas State, Mexico",United States,Mexico,Mexico,,,,,
Ethiopia Yirgacheffe Elatenecha Natural G1,"Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Casetta,"Santa Monica, California",Costa Rica; Guatemala; Ethiopia,United States,Costa Rica; Guatemala; Ethiopia,Costa Rica, Guatemala, Ethiopia,,,
Montenero Blend Espresso,"Santa Monica, California",Ethiopia; Brazil; Mexico; Papua New Guinea,United States,Ethiopia; Brazil; Mexico; Papua New Guinea,Ethiopia, Brazil, Mexico, Papua New Guinea,,
Espresso Blend,"Taoyuan, Taiwan",Kenya; Ethiopia; Brazil,Taiwan,Kenya; Ethiopia; Brazil,Kenya, Ethiopia, Brazil,,,
Ethiopia Maria Gesha,"Taoyuan, Taiwan","Bench Maji Zone, SNNPR Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Washed Guji Bishala 23/02,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Banko Gotiti,"Taipei, Taiwan","Gedeb District, Gedeo Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Guatemala Jocote,"Taipei, Taiwan","Fraijanes Department, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Ethiopia Red Honey Guji Uraga Tabe Haro Wachu,"Chia-Yi, Taiwan","Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Burundi Murambi Hill,"Thermopolis, Wyoming","Bujumbura Rurale, Burundi",United States,Burundi,Burundi,,,,,
El Salvador Finca Montevideo,"Thermopolis, Wyoming","San Salvador Volcano, El Salvador ",United States,El Salvador,El Salvador,,,,,
Ethiopia Washed Sidamo Morea,"Chia-Yi, Taiwan","Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Papua New Guinea Korgua Estate A,"Thermopolis, Wyoming","Waghi Valley, Western Highlands, Papua New Guinea",United States,Papua New Guinea,Papua New Guinea,,,,,
Zhi Zu Coffee Berry Romance Blend,"Hualien City, Taiwan",Ethiopia; Nicaragua; Tanzania,Taiwan,Ethiopia; Nicaragua; Tanzania,Ethiopia, Nicaragua, Tanzania,,,
Indonesia Sumatra Raja Harimau Lintong Mandheling Espresso,"Chia-Yi, Taiwan","Lintong growing region, North Sumatra, Indonesia",Taiwan,Indonesia,Indonesia,,,,,
Wild Rose,"Taipei, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Guatemala Washed Huehuetenango Joya Verde Espresso,"Chia-Yi, Taiwan","Huehuetenango, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Pomeranian Espresso Blend,"Taipei, Taiwan",Honduras; Ethiopia; Brazil,Taiwan,Honduras; Ethiopia; Brazil,Honduras, Ethiopia, Brazil,,,
Espresso Blend,"Taoyuan, Taiwan",Kenya; Ethiopia; Brazil,Taiwan,Kenya; Ethiopia; Brazil,Kenya, Ethiopia, Brazil,,,
Espresso Blend,"Taoyuan, Taiwan",Kenya; Ethiopia; Brazil,Taiwan,Kenya; Ethiopia; Brazil,Kenya, Ethiopia, Brazil,,,
Panama Geisha Finca Debra Symbiosis,"Redding, California","Volcan growing region, Panama",United States,Panama,Panama,,,,,
Colombia Cerro Azul Geisha,"San Diego, California","Trujillo, Valle del Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Yemen Natural Sana’a Manakhah Ja’adi,"Chia-Yi, Taiwan","Manakhah, Sana'a, Yemen",Taiwan,Yemen,Yemen,,,,,
Panama Geisha Finca Debra Vivid,"Redding, California","Volcan growing region, Panama",United States,Panama,Panama,,,,,
Panama Geisha Finca Debra Echo,"Redding, California","Volcan growing region, Panama",United States,Panama,Panama,,,,,
Alishan Washed,"Yilan, Taiwan","Alishan growing region, Taiwan",Taiwan,Taiwan,Taiwan,,,,,
Alishan Natural,"Yilan, Taiwan","Alishan growing region, Taiwan",Taiwan,Taiwan,Taiwan,,,,,
Narsha Gesha,"Denver, Colorado","Bench-Maji Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Double-Anaerobic Fermentation Tamiru Tadesse,"Big Lake, Alaska","Sidamo growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Colombia Finca Samboni Gesha Anaerobic Natural,"Charlotte, North Carolina","Algeciras, Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Guatemala El Injerto Pacamara,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",United States,Guatemala,Guatemala,,,,,
Ethiopia Honey Process Tamiru Tadesse,"Big Lake, Alaska","Sidamo growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Wilton Benitez Geisha,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Idido Anaerobic Natural,"Minneapolis, Minnesota","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Mexico Cup of Excellence #7,"ManliUnited States, New York","Coatepec, Veracruz State, Mexico",United States,Mexico,Mexico,,,,,
Guatemala El Injerto Pacamara,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",United States,Guatemala,Guatemala,,,,,
Wilton Benitez Geisha,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Don Roger & Isabel’s Natural Fruit Symphony,"Rochester, New York","Jinotega Department, Nicaragua",United States,Nicaragua,Nicaragua,,,,,
Nicaragua Jinotega Fincas Mierisch La Escondida Red Pacamara,"Taipai, Taiwan","Jinotega Department, Nicaragua",Taiwan,Nicaragua,Nicaragua,,,,,
Colombia Planadas Tolima,"San Diego, California","Tolima, Colombia",United States,Colombia,Colombia,,,,,
Honduras Roberto Figueroa,"Oakland, California","Santa Barbara Department, Honduras",United States,Honduras,Honduras,,,,,
El Salvador La Lagunita,"San Jose, California","Apaneca-Ilamatepec growing region, El Salvador",United States,El Salvador,El Salvador,,,,,
Colombia Finca Samboni Gesha Anaerobic Natural,"Charlotte, North Carolina","Algeciras, Huila Department, Colombia",United States,Colombia,Colombia,,,,,
El Salvador Finca Santa Elena El Corozo Pacamara,"Yilan, Taiwan","Apaneca-Ilamatepec growing region, El Salvador",Taiwan,El Salvador,El Salvador,,,,,
Tropical Summer Colombia La Sierra,"Harrisonburg, Virginia","La Sierra, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Garden of Eden,"Canton, Connecticut","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Tres Dragones,"San Diego, California","Caicedonia, Valle de Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Tres Dragones,"San Diego, California","Caicedonia, Valle de Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Rwanda Cyesha Natural,"Charlotte, North Carolina","Nyamasheke District, Lake Kivu, Rwanda",United States,Rwanda,Rwanda,,,,,
Ethiopia Hamasho Washed,"Minnesota, Minnesota","Bombe Mountains, Sidama Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Reko Yirgacheffe,"Sacramento, California","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Guatemala David Solano Single-Origin Espresso,"Sacramento, California","Chimaltenango, Guatemala",United States,Guatemala,Guatemala,,,,,
El Salvador Unicorn,"Truckee, California","El Bálsamo Quetzaltepec growing region, El Salvador",United States,El Salvador,El Salvador,,,,,
Ethiopia Chelbesa Danche Yirgacheffe,"San Diego, California","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya Kiambu,"San Diego, California","Kiambu growing region, Kenya",United States,Kenya,Kenya,,,,,
Costa Rica Naranjo Danilo Salazar Arias,"Portland, Maine","Naranjo, Alajuela Province, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Ethiopia Guji Hambela Wate Natural G1,"New Taipei City, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Reko Yirgacheffe,"Sacramento, California","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Colombia Planadas Tolima,"San Diego, California","Tolima, Colombia",United States,Colombia,Colombia,,,,,
Costa Rica Naranjo Danilo Salazar Arias,"Portland, Maine","Naranjo, Alajuela Province, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Ethiopia Chelechele Yirgacheffe,"San Diego, California","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Festivity Blend,"Sacramento, California",Guatemala; Ethiopia; Colombia,United States,Guatemala; Ethiopia; Colombia,Guatemala, Ethiopia, Colombia,,,
Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process,"Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Honduras Copan Finca Liquidambar Natural Process,"Taipei, Taiwan","Las Flores, Marcala, La Paz, Honduras",Taiwan,Honduras,Honduras,,,,,
The Glistening Orchard Blend,"Taipei, Taiwan",Colombia; Ethiopia,Taiwan,Colombia; Ethiopia,Colombia, Ethiopia,,,,
Mexico La Peña,"ManliUnited States, New York","Siltepec, Chiapas State, Mexico",United States,Mexico,Mexico,,,,,
El Salvador Unicorn,"Truckee, California","El Bálsamo Quetzaltepec growing region, El Salvador",United States,El Salvador,El Salvador,,,,,
Ethiopia WUnited Statesh WUnited Statesh Black Honey Lot 2,"Bozeman, Montana","Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Guatemala Tojquia,"Viroqua, Wisconsin","Tojquia, Huehuetenango Department, Guatemala",United States,Guatemala,Guatemala,,,,,
Ethiopia Halo Beriti,"Lexington, Virginia","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Panama Mama Cata Typica,"Yilan, Taiwan","Boquete growing region, Panama",Taiwan,Panama,Panama,,,,,
Colombia Tolima La Gallera Honey Process,"Taipei, Taiwan","Tolima, Colombia",Taiwan,Colombia,Colombia,,,,,
Ethiopia Reko Yirgacheffe,"Sacramento, California","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Reko Yirgacheffe,"Sacramento, California","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Yirgacheffe Mengesha Natural,"Glendale, California","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Colombia Tolima Finca El Mirador Washed Anaerobic,"Glendale, California","Tolima, Colombia",United States,Colombia,Colombia,,,,,
Finca Patzibir,"Antigua, Guatemala","Lake Atitlán growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Colombia Finca Santa Maria Honey Tabi,"ManliUnited States, New York","Santander Department, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Hateso Guji Washed,"Bozeman, Montana","Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Guatemala Valentón,"Portland, Maine","Villa Canales, Guatemala Department, Guatemala",United States,Guatemala,Guatemala,,,,,
Costa Rica Finca San Luis,"Campbell, California","Santa Maria de Dota, Tarrazu growing region, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Espresso No. 3,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Nicaragua Los Pedernales,"Lexington, Virginia","Jinotega Department, Nicaragua",United States,Nicaragua,Nicaragua,,,,,
Ethiopia Bench Maji Gesha Special Natural Lot 03,"Chia-Yi, Taiwan","Bench-Maji Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Guji Uraga Wolichu Wachu Anaerobic Natural Process,"Taipei, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Finca Buenavista Edwin Zambrano Colombia,"Rochester, New York","Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Guatemala Don Angel,"San Diego, California","La Libertad, Huehuetenango Department, Guatemala",United States,Guatemala,Guatemala,,,,,
Ethiopia Washed Guji Uraga Welichu,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Costa Rica Las Lajas Red Honey,"Durango, Colorado","Sabanilla de Alajuela, Alajuela Province, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Ethiopia Yirgacheffe,"Fairfax, Virginia","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Finca Santa Isabel,"Antigua, Guatemala","Cobán growing region, Alta Verapaz Department, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Ethiopia Yirgacheffe,"Fairfax, Virginia","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Espresso GiUnited Statesto,"Lexington, Virginia",Colombia; Guatemala; Mexico,United States,Colombia; Guatemala; Mexico,Colombia, Guatemala, Mexico,,,
Espresso GiUnited Statesto,"Lexington, Virginia",Colombia; Guatemala; Mexico,United States,Colombia; Guatemala; Mexico,Colombia, Guatemala, Mexico,,,
Ethiopia Natural Yirgacheffe Burtukaana Danche,"Chia-Yi, Taiwan","Gedeo Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
